1-800-DryClean of Dublin,Garment Cleaning,925-803-7597,7172 Regional St #186,Dublin,94568,"7172 Regional St #186
In & Out Printing,Printer,510-351-7007,14628 Wicks Boulevard,San Leandro,94577,"14628 Wicks Boulevard
San Leandro, CA 94577
(37.69560084100044, -122.16382802699968)"
In Motion Center,Office/Retail,510-261-4570,1091 Calcot Place Suite412,Oakland,94606,"1091 Calcot Place Suite412
Oakland, CA 94606
(37.78136167300045, -122.2378809229997)"
Ingraham DeJesse Associates Inc.,Office/Retail,510-834-1629,"1629 Telegraph Avenue, Suite 300",Oakland,94612,"1629 Telegraph Avenue, Suite 300
Oakland, CA 94612
(37.80634081600044, -122.27041920399972)"
Inkworks Press,Printer,510-845-7111,2827 Seventh Street,Berkeley,94710,"2827 Seventh Street
Berkeley, CA 94710
(37.854310642000485, -122.2921470169997)"
Innate Chiropractic & Wellness Studio,Office/Retail,510-528-5216,916A San Pablo Avenue,Albany,94706,"916A San Pablo Avenue
Albany, CA 94706
(37.88973199600048, -122.29881099299968)"
Instor Solutions,Office/Retail,510 490 7475,44053 South Grimmer Blvd,Fremont,94538,"44053 South Grimmer Blvd
Fremont, CA 94538
(37.50439697200045, -121.9581056189997)"
"Integral Group, Inc.",Office/Retail,5106632070,427 13th St.,Oakland,94612,"427 13th St.
Oakland, CA 94612
(37.803267796000455, -122.27078423599971)"
Italian Colors,Restaurant,(510) 482-8094,2220 Mountain Boulevard,Oakland,94611,"2220 Mountain Boulevard
Oakland, CA 94611
(37.823112110000466, -122.20796747599968)"
Javelin Strategy & Research,Office/Retail,(925) 225-9100,"4301 Hacienda Drive, Suite 550",Pleasanton,94588,"4301 Hacienda Drive, Suite 550
Pleasanton, CA 94588
(37.694364101000474, -121.89456966399968)"
JBC Business Cards and Construction Support,Printer,510-638-3471,"9308 International Blvd., #C",Oakland,,"9308 International Blvd., #C
Oakland, CA 94603-1404
(37.74776496700048, -122.17287465799973)"
Jimmy Beans,Restaurant,510-528-3435,1290 6th St.,Berkeley,94710,"1290 6th St.
Berkeley, CA 94710
(37.879577207000466, -122.3014465389997)"
Jordan Rothstein CMT,Office/Retail,510 548-2594,1543 Shattuck Ave #101,Berkeley,94709,"1543 Shattuck Ave #101
Berkeley, CA 94709
(37.87868460700048, -122.26903563199971)"
"Julie Holcomb Printers, Inc.",Printer,5106546416,1601 63rd St.,Emeryville,94608,"1601 63rd St.
Emeryville, CA 94608
(37.84368740700046, -122.2913944879997)"
Julie's Cafe,Restaurant,925 216 5955,2562 Bancroft Way,Berkeley,94704,"2562 Bancroft Way
Berkeley, CA 94704
(37.868862110000464, -122.25789075599971)"
Jupiter,Restaurant,5108838277,2181 Shattuck Ave.,Berkeley,94704,"2181 Shattuck Ave.
Berkeley, CA 94704
(37.869808641000475, -122.26781450699968)"
K/P Corporation,Printer,510-351-5400,13951 Washington Ave.,San Leandro,94578,"13951 Washington Ave.
San Leandro, CA 94578
(37.70914230000045, -122.14601574899973)"
Kahlers Werkstatt,Auto Repair,9258292050,6117 Dougherty Rd.,Dublin,94568,"6117 Dougherty Rd.
Dublin, CA 94568
(37.70739174300047, -121.91030521899972)"
Karmakanix Audi/ VW & Porsche,Auto Repair,510-558-0111,707 Jones st,Berkeley,94710,"707 Jones st
Berkeley, CA 94710
(37.87470736000046, -122.30292514399969)"
Kate's Caring Gifts,Office/Retail,510-656-4438,36094 Asquith Place,Fremont,94536,"36094 Asquith Place
Fremont, CA 94536
(37.56149735700046, -122.0236626889997)"
Katovich & Kassan Law Group,Office/Retail,510-834-4530,436 14th St. #1120,Oakland,94612,"436 14th St. #1120
Oakland, CA 94612
(37.80417695400047, -122.2707684239997)"
Keetsa,Office/Retail,(510) 848-8970,2117 San Pablo Avenue,Berkeley,94702,"2117 San Pablo Avenue
Berkeley, CA 94702
(37.86754049700045, -122.29153704599969)"
"Kelly E. Lux, State Farm Insurance Agency",Office/Retail,510-521-1222,564 Park St.,Alameda,94501,"564 Park St.
Alameda, CA 94501
(37.75663551700046, -122.2489718809997)"
Kilalo,Office/Retail,510-338-0791,2067 Mountain Boulevard,Oakland,94611,"2067 Mountain Boulevard
Oakland, CA 94611
(37.82624348000047, -122.2093959449997)"
Kit Kitayama Elementary - New Haven Unified School District,Schools,510-475-3982,1959 Sunsprite Drive,Union City,94587,"1959 Sunsprite Drive
Union City, CA 94587
(37.60146941800048, -122.04988038799968)"
Know Audio,Small Manufacturer,510-903-1498,3421A Hollis St,Oakland,94608,"3421A Hollis St
Oakland, CA 94608
(37.82626820700045, -122.28425124599971)"
Knudsen's Ice Creamery,Restaurant,510-582-2775,3323 Castro Valley Blvd.,Castro Valley,,"3323 Castro Valley Blvd.
Castro Valley, CA 94546-5601
(37.69554402600045, -122.07847194099969)"
KONO (Koreatown Northgate) CBD,Office/Retail,510-343-5439,"2633 Telegraph Avenue, Suite 107",Oakland,94612,"2633 Telegraph Avenue, Suite 107
Oakland, CA 94612
(37.81564530300045, -122.2680895789997)"
Kortick Manufacturing,Small Manufacturer,5108563600,2230 Davis Court,Hayward,94545,"2230 Davis Court
Hayward, CA 94545
(37.64675352700044, -122.13013873899968)"
kW Engineering,Office/Retail,510-834-6420,"287 17th Street, Suite 300",Oakland,94612,"287 17th Street, Suite 300
Oakland, CA 94612
(37.80517597600044, -122.26573893399973)"
L J Kruse,Office/Retail,5106440260,920 Pardee St.,Berkeley,94710,"920 Pardee St.
Berkeley, CA 94710
(37.85619385300049, -122.29216241399968)"
La Bonita Taqueria,Restaurant,510-663-3007,2200 Broadway,Oakland,94612,"2200 Broadway
Oakland, CA 94612
(37.811007504000486, -122.26700529399972)"
La Bonne Cuisine Catering and Events,Restaurant,5105493760,2321 Filbert Street,Oakland,94607,"2321 Filbert Street
Oakland, CA 94607
(37.816062504000456, -122.2803502969997)"
La Note,Restaurant,5108431535,2377 Shattuck Ave.,Berkeley,94704,"2377 Shattuck Ave.
Berkeley, CA 94704
(37.866180845000486, -122.26743097199972)"
Label Innovators,Printer,925-449-1419,1001 Shannon Court # D,Livermore,94550,"1001 Shannon Court # D
Livermore, CA 94550
(37.69696064800047, -121.71049414199967)"
Labrys Health Care Circle,Office/Retail,510-658-9066,6536 Telegraph Ave,Oakland,94609,"6536 Telegraph Ave
Oakland, CA 94609
(37.85181509200049, -122.26027573899972)"
Lake Merritt Dental,Dentist,510-839-4886,1900 Webster St. Suite A,Oakland,94612,"1900 Webster St. Suite A
Oakland, CA 94612
(37.80703375100046, -122.26645243599972)"
Landmark Labels Manufacturing Inc.,Printer,510-651-5551,47623 Fremont Blvd,Fremont,94538,"47623 Fremont Blvd
Fremont, CA 94538
(37.474008926000465, -121.9423808949997)"
Langan Treadwell Rollo,Office/Retail,510-874-4500,"501 14th St., 3rd Floor",Oakland,94612,"501 14th St., 3rd Floor
Oakland, CA 94612
(37.804848190000484, -122.27251960499973)"
Las Bougainvilleas - Unity Council Property,Property Managers,510.535.6932,1223 37th Avenue,Oakland,94601,"1223 37th Avenue
Oakland, CA 94601
(37.77462948900046, -122.22131458699971)"
Lazer Image,Office/Retail,5106443339,61 Shattuck Square,Berkeley,94704,"61 Shattuck Square
Berkeley, CA 94704
(37.87178756300045, -122.26830882399969)"
Le Bateau Ivre,Restaurant,510-845-8796,2629 Telegraph Avenue,Berkeley,94704,"2629 Telegraph Avenue
Berkeley, CA 94704
(37.86241959200049, -122.2587853389997)"
LED Services Inc.,Solar Electric,510-788-4024,420 Third Street Suite 208,Oakland,94607,"420 Third Street Suite 208
Oakland, CA 94607
(37.79649617000047, -122.27521134799969)"
Lee Auto Supply,Office/Retail,510-522-2727,1525 Park Street,Alameda,94501,"1525 Park Street
Alameda, CA 94501
(37.76592052600046, -122.24142230899969)"
Legalshield,Office/Retail,(510) 457-6995,2128 108th Avenue Suite 103,Oakland,94603,"2128 108th Avenue Suite 103
Oakland, CA 94603
(37.73993339600048, -122.15717170299968)"
Levitch Associates,Home Remodel,5108456941,1029 Heinz Avenue,Berkeley,94706,"1029 Heinz Avenue
Berkeley, CA 94706
(37.85415785400045, -122.28873473199968)"
"Lim and Yabu, DDS, Inc.",Dentist,5105307000,"4174 Park Blvd., Suite A",Oakland,94602,"4174 Park Blvd., Suite A
Oakland, CA 94602
(37.80700532400044, -122.22303790299969)"
Lin Jia Asian Kitchen,Restaurant,510-835-8322,3437 Lakeshore Avenue,Oakland,94610,"3437 Lakeshore Avenue
Oakland, CA 94610
(37.81140540600046, -122.2424930149997)"
Litho Process,Printer,510-864-1253,1818 Park Street,Alameda,94501,"1818 Park Street
Alameda, CA 94501
(37.76912965600047, -122.23863477899971)"
Livermore Valley Chamber of Commerce,Office/Retail,925-447-1606,2157 First St,Livermore,94550,"2157 First St
Livermore, CA 94550
(37.68144820900045, -121.7693239349997)"
Livermore Valley Winegrowers Association,Office/Retail,925-447-9463,3585 Greenville Road Suite 4,Livermore,94550,"3585 Greenville Road Suite 4
Livermore, CA 94550
(37.67196316400049, -121.69674012399969)"
"Liz Gillem MPT, ATC, CSCS",Office/Retail,510-708-8703,391 51st Street,Oakland,94609,"391 51st Street
Oakland, CA 94609
(37.83649357000047, -122.25768306799972)"
Lotus Cleaning Services,Cleaning Services,510-452-0755,1535 MacArthur Boulevard,Oakland,94602,"1535 MacArthur Boulevard
Oakland, CA 94602
(37.80086645600045, -122.22526178799973)"
Machado's Auto Care,Auto Repair,925-606-8194,4001 First St. Ste. #1,Livermore,94551,"4001 First St. Ste. #1
Livermore, CA 94551
(37.68053265900045, -121.7003974219997)"
Magnolias West,Office/Retail,510 698-6245,1430 32nd Street,Oakland,94608,"1430 32nd Street
Oakland, CA 94608
(37.823998048000476, -122.28428372099972)"
Maid to Order,Cleaning Services,510-623-0557,5583 Greeley Place,Fremont,94538,"5583 Greeley Place
Fremont, CA 94538
(37.525988759000484, -121.99000532199972)"
Mal Warwick Associates,Office/Retail,510-225-0428,"2550 Ninth Street, #103",Berkeley,94710,"2550 Ninth Street, #103
Berkeley, CA 94710
(37.85951020000044, -122.29150151399972)"
Mama's Royal Cafe,Restaurant,510-547-7600,4012 Broadway,Oakland,94611,"4012 Broadway
Oakland, CA 94611
(37.82785330200045, -122.25646194099971)"
Marclean USA,Cleaning Services,510-331-9195,26250 Industrial Blvd. Suite 112,Hayward,94545,"26250 Industrial Blvd. Suite 112
Hayward, CA 94545
(37.63410403300048, -122.11148073599969)"
Mariposa Baking Co.,Restaurant,510-595-0955,"5427 Telegraph Ave., #D3",Oakland,94609,"5427 Telegraph Ave., #D3
Oakland, CA 94609
(37.83967607800048, -122.26200379299968)"
Marvin Gardens Real Estate,Office/Retail,510-527-2700,1577 Solano Ave.,Berkeley,94707,"1577 Solano Ave.
Berkeley, CA 94707
(37.89108353300048, -122.28502087799973)"
Mat Dahms State Farm Insurance Agency,Office/Retail,510-636-1440,4400 Keller Ave Ste 260,Oakland,94605,"4400 Keller Ave Ste 260
Oakland, CA 94605
(37.77304356500048, -122.14465486299969)"
Mayway Corporation,Office/Retail,5102083113,1338 Mandela Parkway,Oakland,94607,"1338 Mandela Parkway
Oakland, CA 94607
(37.81018791000048, -122.29147497599968)"
McCutcheon Construction,Home Remodel,510-558-8030,1280 Sixth St,Berkeley,94710,"1280 Sixth St
Berkeley, CA 94710
(37.87974191300049, -122.30149627699973)"
Mechanics Bank - Hearst,Office/Retail,510-647-1650,755 Hearst Ave,Berkeley,94710,"755 Hearst Ave
Berkeley, CA 94710
(37.86898027100045, -122.29984969199973)"
Mechanics Bank - Oakland,Office/Retail,510-251-6100,"1999 Harrison Street, Suite 100",Oakland,94612,"1999 Harrison Street, Suite 100
Oakland, CA 94612
(37.807537125000465, -122.26475636099968)"
Mechanics Bank - Solano,Office/Retail,510-559-2626,1801 SOLANO AVE,Berkeley,94707,"1801 SOLANO AVE
Berkeley, CA 94707
(37.891377924000494, -122.27958043099972)"
MedAmerica,Office/Retail,510-350-2600,"2100 Powell Street, Suite 900",Emeryville,94608,"2100 Powell Street, Suite 900
Emeryville, CA 94608
(37.837197225000466, -122.30167807299972)"
MedShare,Office/Retail,510-567-7070,2937 Alvarado Street,San Leandro,94577,"2937 Alvarado Street
San Leandro, CA 94577
(37.706669383000474, -122.1529487039997)"
Melissa Joy Manning,Office/Retail,5106478440,1827 5th Street Suite B,Berkeley,94710,"1827 5th Street Suite B
Berkeley, CA 94710
(37.8694912200005, -122.29934704199968)"
Menlo Worldwide Logistics,Small Manufacturer,925 337 4952,"7364 Marathon Drive, Suite B",Livermore,94550,"7364 Marathon Drive, Suite B
Livermore, CA 94550
(37.69605457500046, -121.70151394799973)"
Menlo Worldwide Logistics - Fremont,Small Manufacturer,510-252-4901,6120 Stewart Ave.,Fremont,94538,"6120 Stewart Ave.
Fremont, CA 94538
(37.511021376000485, -121.98667476199972)"
Mercurius,Office/Retail,510-282-7399,3224 Brookdale Ave.,Oakland,94602,"3224 Brookdale Ave.
Oakland, CA 94602
(37.79091630500045, -122.2128780379997)"
Metro Lighting,Small Manufacturer,510-540-0509,2240 San Pablo Ave,Berkeley,94702,"2240 San Pablo Ave
Berkeley, CA 94702
(37.865627359000484, -122.2911247669997)"
Meyer Sound Labs. Inc,Small Manufacturer,510-486-1166,2832 San Pablo Ave.,Berkeley,94702,"2832 San Pablo Ave.
Berkeley, CA 94702
(37.85479032800049, -122.2876616579997)"
"MIG, Inc.",Office/Retail,510-845-7549,800 Hearst Ave,Berkeley,94710,"800 Hearst Ave
Berkeley, CA 94710
(37.86907804300046, -122.29912914799968)"
Mike's Bikes,Office/Retail,510-845-2453,2161 University Avenue,Berkeley,94704,"2161 University Avenue
Berkeley, CA 94704
(37.872458166000456, -122.26658272099968)"
Minuteman Press aka General Printing,Printer,510-540-7113,1101 Fifth Street,Berkeley,94710,"1101 Fifth Street
Berkeley, CA 94710
(37.882111104000444, -122.3033977229997)"
Miraglia Catering and Event Planning,Restaurant,510-483-5210,2096 Burroughs Ave.,San Leandro,94577,"2096 Burroughs Ave.
San Leandro, CA 94577
(37.696911860000455, -122.16983564299971)"
Missing Link Bicycle Cooperative,Office/Retail,510-843-7471,1988 Shattuck Ave.,Berkeley,94704,"1988 Shattuck Ave.
Berkeley, CA 94704
(37.872425605000444, -122.2684355989997)"
Mission Valley Holiday Cleaners,Garment Cleaning,5106568818,40093 Mission Blvd.,Fremont,94539,"40093 Mission Blvd.
Fremont, CA 94539
(37.55691709100046, -121.95115864099972)"
Modern Express Courier,Office/Retail,510-444-6245,750 4th St,Oakland,94607,"750 4th St
Oakland, CA 94607
(37.80034657400046, -122.28282926699973)"
Modern Lighting Concepts,Office/Retail,877.208.3360,"4096 Piedmont Ave., Ste. 898",Oakland,,"4096 Piedmont Ave., Ste. 898
Oakland, CA 94611-5221
(37.82660309500045, -122.25211917199971)"
Mokka,Restaurant,510-848-8909,3075 Telegraph Avenue,Berkeley,94705,"3075 Telegraph Avenue
Berkeley, CA 94705
(37.85415548500049, -122.25994528999968)"
Monkey Bars,Office/Retail,510-769-6905,1339 Park Street,Alameda,94501,"1339 Park Street
Alameda, CA 94501
(37.76353986300046, -122.24343343599969)"
Monkey Business Camp,Office/Retail,5105406025,2880-A Sacramento Street,Berkeley,94702,"2880-A Sacramento Street
Berkeley, CA 94702
(37.85522856600045, -122.27954688799969)"
Montclair Village Association,Office/Retail,510-339-1000,"1980 Mountain Boulevard, #212",Oakland,94611,"1980 Mountain Boulevard, #212
Oakland, CA 94611
(37.82770762000047, -122.21027233699971)"
Morimoto Matano Kang Architects,Home Remodel,510-527-8800,1200 Tenth St.,Berkeley,94710,"1200 Tenth St.
Berkeley, CA 94710
(37.88192744300045, -122.29755200399973)"
Mr. Sparkle Window Washers,Cleaning Services,510-299-3276,"11881 Skyline Boulevard, Suite B",Oakland,94619,"11881 Skyline Boulevard, Suite B
Oakland, CA 94619
(37.799375358000475, -122.1718216649997)"
Murakami/Nelson Architectural Corp.,Home Remodel,510-444-7959,100 Filbert Street,Oakland,94607,"100 Filbert Street
Oakland, CA 94607
(37.799049091000484, -122.28647303099973)"
Nabolom Bakery,Restaurant,510-845-2253,2708 Russell Street,Berkeley,94705,"2708 Russell Street
Berkeley, CA 94705
(37.85848839500045, -122.25271476899968)"
Nancy Rothstein Photography,Office/Retail,877-881-7221,535 Athol Avenue,Oakland,94606,"535 Athol Avenue
Oakland, CA 94606
(37.80436388500044, -122.2451034239997)"
Natural Choice Distribution Co. Inc.,Small Manufacturer,510-653-8212,1364 14th Street,Oakland,94607,"1364 14th Street
Oakland, CA 94607
(37.81061715800047, -122.2906032299997)"
Natural Home Cleaning Professionals,Cleaning Services,510-532-6645,3228 Fruitvale Avenue,Oakland,94602,"3228 Fruitvale Avenue
Oakland, CA 94602
(37.797762527000486, -122.21714424799973)"
Nature's Express,Restaurant,510-527-5331,1823 Solano Ave.,Berkeley,94707,"1823 Solano Ave.
Berkeley, CA 94707
(37.891398059000494, -122.27924168999971)"
Neo Autoworks,Auto Body,510-533-8886,1220 East 12th Street,Oakland,94606,"1220 East 12th Street
Oakland, CA 94606
(37.789672675000475, -122.24862944099971)"
Nexus Audio,Office/Retail,510-703-2366,1833 Solano Way,Oakland,94606,"1833 Solano Way
Oakland, CA 94606
(37.7864287970005, -122.24212299999971)"
Nice Teeth,Dentist,5104832164,345 Estudillo Ave.,San Leandro,94577,"345 Estudillo Ave.
San Leandro, CA 94577
(37.725823525000465, -122.1528024159997)"
Nina Designs,Office/Retail,510-845-8095,1000 Pardee St.,Berkeley,94710,"1000 Pardee St.
Berkeley, CA 94710
(37.856653405000486, -122.29030170699968)"
Nina Homisak Hair Design,Office/Retail,510-525-5563,"1580 Solano Ave., Suite C",Albany,94707,"1580 Solano Ave., Suite C
Albany, CA 94707
(37.89104883400046, -122.28465705599973)"
Nippon European Motors,Auto Repair,510-527-2443,730 San Pablo Avenue,Albany,94706,"730 San Pablo Avenue
Albany, CA 94706
(37.893250476000446, -122.29993214099972)"
Noble Cafe,Restaurant,510-325-2952,"100 Grand Avenue, Suite 111",Oakland,94612,"100 Grand Avenue, Suite 111
Oakland, CA 94612
(37.811415172000466, -122.26526964899972)"
NOR-CAL MOVING SERVICES,Office/Retail,5103577111,2001 MARINA BLVD,San Leandro,94577,"2001 MARINA BLVD
San Leandro, CA 94577
(37.705934056000444, -122.17764504499968)"
Norco Printing,Printer,510-569-2200,440 Hester St.,San Leandro,94577,"440 Hester St.
San Leandro, CA 94577
(37.72209618700049, -122.1913679759997)"
Northern California Cohousing,Office/Retail,510-549-8790,2150 Allston Way #400,Berkeley,94702,"2150 Allston Way #400
Berkeley, CA 94702
(37.86953543800047, -122.26670798099968)"
Northgate Environmental Management Inc.,Office/Retail,5108390688,"300 Frank H. Ogawa Plaza, Suite 510",Oakland,94612,"300 Frank H. Ogawa Plaza, Suite 510
Oakland, CA 94612
(37.805398081000476, -122.27127416699972)"
"Northgate Environmental Management, Inc.",Office/Retail,510-839-0688,"428 13th Street, 4th Floor",Oakland,94612,"428 13th Street, 4th Floor
Oakland, CA 94612
(37.803517239000485, -122.27126942999968)"
Oakland Auto Works,Auto Repair,5105978388,240 W. MacArthur Blvd.,Oakland,94611,"240 W. MacArthur Blvd.
Oakland, CA 94611
(37.8237647200005, -122.25715245099968)"
Oakland Eco Dental,Dentist,510-465-2838,2838 Summit Street,Oakland,94609,"2838 Summit Street
Oakland, CA 94609
(37.81746247600046, -122.26465686999973)"
Oakland Hebrew Day School,Schools,510- 531-8600,5500 Redwood Rd.,Oakland,94619,"5500 Redwood Rd.
Oakland, CA 94619
(37.79772784400046, -122.17047617599968)"
"Oakland Pallet Company, Inc",Small Manufacturer,510-278-1291,2500 Grant Avenue,San Lorenzo,94580,"2500 Grant Avenue
San Lorenzo, CA 94580
(37.669985720000454, -122.15668372699969)"
Oakland-Alameda Endodontics,Dentist,510-839-4546,2930 Summit St.,Oakland,94609,"2930 Summit St.
Oakland, CA 94609
(37.818282088000444, -122.26478597199969)"
Oil Changer #304,Auto Repair,925-447-3346,1247 Portola Avenue,Livermore,94550,"1247 Portola Avenue
Livermore, CA 94550
(37.69536643200047, -121.78386594499972)"
Oil Changer #403,Auto Repair,5108413731,2246 San Pablo Ave.,Berkeley,94702,"2246 San Pablo Ave.
Berkeley, CA 94702
(37.86477963800047, -122.29085127199971)"
Oil Changer #610,Auto Repair,925-734-8619,4210 Rosewood Dr.,Pleasanton,94588,"4210 Rosewood Dr.
Pleasanton, CA 94588
(37.69771957600045, -121.87575778599972)"
One PacificCoast Bank,Office/Retail,510-550-8400,"1438 Webster St, Suite 100",Oakland,94612,"1438 Webster St, Suite 100
Oakland, CA 94612
(37.803757833000475, -122.26851235699968)"
One PacificCoast Foundation,Office/Retail,510-663-2253,"1438 Webster St, Suite 101",Oakland,94612,"1438 Webster St, Suite 101
Oakland, CA 94612
(37.803757833000475, -122.26851235699968)"
Original Pollo,Restaurant,510-486-8027,100 Berkeley Square,Berkeley,94704,"100 Berkeley Square
Berkeley, CA 94704
(37.871074775000466, -122.26775410199969)"
Orion Energy Group LLC - Main Office,Office/Retail,510-267-8921,"360 22nd Street, Suite 800",Oakland,94612,"360 22nd Street, Suite 800
Oakland, CA 94612
(37.810788329000445, -122.26600472899969)"
Orion Renewable Energy Group LLC,Office/Retail,510-267-8921,"360 22nd Street, Suite 800",Oakland,94612,"360 22nd Street, Suite 800
Oakland, CA 94612
(37.810788329000445, -122.26600472899969)"
Oxford Plaza - RCD/JSCo,Property Managers,510-845-1575,2175 Kittredge St.,Berkeley,94703,"2175 Kittredge St.
Berkeley, CA 94703
(37.86871237300045, -122.26645402299971)"
"Pacheco Brothers Gardening, Inc",Landscaper,510-487-3580,795 Sandoval Way,Hayward,94544,"795 Sandoval Way
Hayward, CA 94544
(37.621405978000496, -122.0557732159997)"
Pacific Coast Concepts,Printer,9259649654,www.printpcc.com,Hayward,94506,"www.printpcc.com
Hayward, CA 94506
(37.80604431000046, -121.91160936499972)"
Pacific Color Graphics,Printer,925-600-3008,440 Boulder Ct 100D,Pleasanton,94566,"440 Boulder Ct 100D
Pleasanton, CA 94566
(37.67230248500044, -121.8632184229997)"
Pacific Green Funding,Office/Retail,510-545-6267,"39275 Mission Blvd, Suite 101",Fremont,94539,"39275 Mission Blvd, Suite 101
Fremont, CA 94539
(37.56284607200047, -121.95924826599969)"
Pak Mail,Office/Retail,(925) 456-0100,"51 Wright Brothers Ave., Suite F",Livermore,94551,"51 Wright Brothers Ave., Suite F
Livermore, CA 94551
(37.689876212000456, -121.80339905799968)"
Pakpour Consulting Group,Office/Retail,(925) 224-7717,"5776 Stoneridge Mall Rd., Suite 320",Pleasanton,94588,"5776 Stoneridge Mall Rd., Suite 320
Pleasanton, CA 94588
(37.69238645900049, -121.92997470799969)"
Pandora,Office/Retail,510-451-4100,"2101 Webster Street, Suite 1650",Oakland,94612,"2101 Webster Street, Suite 1650
Oakland, CA 94612
(37.81024942200048, -122.2657524499997)"
Pappo,Restaurant,510 337 9100,2320 Central Ave,Alameda,94501,"2320 Central Ave
Alameda, CA 94501
(37.764374871000484, -122.24330078199972)"
Paradise Designs Plantscapes Inc,Landscaper,510 861-0408,2666 D Street,Hayward,94541,"2666 D Street
Hayward, CA 94541
(37.67944796800049, -122.05463499899969)"
Park Day School,Schools,510.653.0317,360 42nd Street,Oakland,94609,"360 42nd Street
Oakland, CA 94609
(37.831128194000485, -122.25771030899972)"
"Pat Colburn, Green Realtor",Office/Retail,510-919-6169,762 Stewart Ct,Alameda,94501,"762 Stewart Ct
Alameda, CA 94501
(37.778963244000465, -122.27374010799969)"
Patriot Memory,Small Manufacturer,510-438-8559,47027 Benicia Street,Fremont,94538,"47027 Benicia Street
Fremont, CA 94538
(37.48403182800047, -121.9329472339997)"
Paula LeDuc Fine Catering,Restaurant,510-547-7825,1350 Park Avenue,Emeryville,94608,"1350 Park Avenue
Emeryville, CA 94608
(37.831198075000486, -122.2860342789997)"
Paws & Claws,Cleaning Services,510-336-0105,3436 Dimond Ave.,Oakland,94602,"3436 Dimond Ave.
Oakland, CA 94602
(37.79986965800049, -122.21752163699972)"
Peerless Coffee & Tea Company,Small Manufacturer,5107631763,260 Oak St.,Oakland,94607,"260 Oak St.
Oakland, CA 94607
(37.79318259800044, -122.2677449839997)"
People's Coffee & Tea,Restaurant,510-666-0666,2015 Shattuck Ave,Berkeley,94704,"2015 Shattuck Ave
Berkeley, CA 94704
(37.87170369700044, -122.26772449099968)"
Peralta Service Corporation,Cleaning Services,5105355027,3411 East 12th St.,Oakland,94601,"3411 East 12th St.
Oakland, CA 94601
(37.775919102000444, -122.22384186699969)"
"Personal Financial Consultants, Inc.",Office/Retail,888-557-3272,"1970 Broadway, Suite 1140",Oakland,94612,"1970 Broadway, Suite 1140
Oakland, CA 94612
(37.80879378300045, -122.26835222899967)"
Peterson Power Systems,Auto Repair,510.859.8400,2828 Teagarden Street,San Leandro,94577,"2828 Teagarden Street
San Leandro, CA 94577
(37.70476266500049, -122.15657999599972)"
PGAdesign,Landscaper,510.465.1284,444-17th Street,Oakland,94612,"444-17th Street
Oakland, CA 94612
(37.80659687400049, -122.26953323099968)"
Phat Matt's,Restaurant,510-879-7294,3415 Telegraph,Oakland,94609,"3415 Telegraph
Oakland, CA 94609
(37.82277194900047, -122.26619808699968)"
Photo Science Emeryville Office,Office/Retail,510 834 2001,6121 Hollis St. Suite 7,Emeryville,94608,"6121 Hollis St. Suite 7
Emeryville, CA 94608
(37.842440490000456, -122.29013115099968)"
Picante,Restaurant,510-525-3121,1328 6th St.,Berkeley,94710,"1328 6th St.
Berkeley, CA 94710
(37.87824992900045, -122.3010312719997)"
Picnic Time Productions,Restaurant,800-474-2649,2096 Burroughs Ave.,San Leandro,94577,"2096 Burroughs Ave.
San Leandro, CA 94577
(37.696911860000455, -122.16983564299971)"
