1-800-DryClean of Dublin,Garment Cleaning,925-803-7597,7172 Regional St #186,Dublin,94568,"7172 Regional St #186
Piedmont Dental by Design,Dentist,510.652.2911,1331 Grand Ave,Piedmont,94610,"1331 Grand Ave
Piedmont, CA 94610
(37.820491012000446, -122.24420211799969)"
Planning for Sustainable Communities,Office/Retail,(510) 868-1627,2150 Allston Way #400,Berkeley,94704,"2150 Allston Way #400
Berkeley, CA 94704
(37.86953543800047, -122.26670798099968)"
Pleasanton Corporate Commons Managed by Hines,Office/Retail,925-734-8400,6200-6230 Stoneridge Mall Road,Pleasanton,94588,"6200-6230 Stoneridge Mall Road
Pleasanton, CA 94588
(37.69085087400049, -121.92321771999968)"
Poulet,Restaurant,510-845-5932,1685 Shattuck Ave.,Berkeley,94709,"1685 Shattuck Ave.
Berkeley, CA 94709
(37.87690015300046, -122.26882765299968)"
Precision Graphics,Printer,(510) 357-6300,456 Davis Street,San Leandro,94577,"456 Davis Street
San Leandro, CA 94577
(37.72459647600044, -122.15979043299973)"
Preet Sahota DDS,Dentist,510-744-9009,39572 Stevensen Place Suite 131,Fremont,94539,"39572 Stevensen Place Suite 131
Fremont, CA 94539
(37.55900577900047, -121.9573304919997)"
Prevention Institute,Office/Retail,510-444-7738,221 Oak Street,Oakland,94607,"221 Oak Street
Oakland, CA 94607
(37.79325788300048, -122.2677766059997)"
PrintingGreen.Com,Printer,510-420-5800,1287 66th Street,Emeryville,94608,"1287 66th Street
Emeryville, CA 94608
(37.848033272000464, -122.29056346099969)"
Pyatok Architects,Home Remodel,510-465-7010,1611 Telegraph Ave Suite 200,Oakland,94612,"1611 Telegraph Ave Suite 200
Oakland, CA 94612
(37.80631836700047, -122.27042257699969)"
R.A.W. Concepts,Home Remodel,(510) 525-0211,1650A Solano Avenue,Albany,94706,"1650A Solano Avenue
Albany, CA 94706
(37.89113109800047, -122.28322048699971)"
Razan's Organic Kitchen,Restaurant,510-486-0449,2119 Kittredge Avenue,Berkeley,94704,"2119 Kittredge Avenue
Berkeley, CA 94704
(37.86861239900048, -122.26721151899972)"
Rebecca Wilkowski Photography,Office/Retail,3474134747,800 York Street,Oakland,94610,"800 York Street
Oakland, CA 94610
(37.81280893200045, -122.24367860899969)"
Red Oak Realty - Berkeley,Office/Retail,510-280-2130,1891 Solano Ave.,Berkeley,94707,"1891 Solano Ave.
Berkeley, CA 94707
(37.89149349800044, -122.27739580199972)"
Red Oak Realty - Oakland,Office/Retail,510-292-2000,2099 Pleasant Valley Ave,Oakland,94619,"2099 Pleasant Valley Ave
Oakland, CA 94619
(37.834264600000495, -122.25225891099973)"
REI Berkeley,Office/Retail,510-527-4140,1338 San Pablo Ave.,Berkeley,94702,"1338 San Pablo Ave.
Berkeley, CA 94702
(37.87977221400047, -122.29567437099968)"
REI Fremont,Office/Retail,510-651-0305,43962 Fremont Blvd,Fremont,94538,"43962 Fremont Blvd
Fremont, CA 94538
(37.510389388000476, -121.94998598499973)"
Resources for Community Develo,Office/Retail,510-841-4410,2220 Oxford Street,Berkeley,94704,"2220 Oxford Street
Berkeley, CA 94704
(37.86942505500048, -122.26600334999972)"
Revival Bar & Kitchen,Restaurant,510-549-9950,2102 Shattuck Avenue,Berkeley,94704,"2102 Shattuck Avenue
Berkeley, CA 94704
(37.87103437900049, -122.26830621699969)"
Revolution Foods - Oakland Culinary Center,Small Manufacturer,510-596-9024,8383 Capwell Drive,Oakland,94621,"8383 Capwell Drive
Oakland, CA 94621
(37.73721991400049, -122.2017623539997)"
Rhythmix Cultural Works,Office/Retail,510-865-5060,2513 Blanding Avenue,Alameda,94501,"2513 Blanding Avenue
Alameda, CA 94501
(37.769398528000465, -122.23511219999972)"
Rick & Ann's Restaurant,Restaurant,510-649-8538,2922 Domingo Ave,Berkeley,94705,"2922 Domingo Ave
Berkeley, CA 94705
(37.858570116000465, -122.24392525399969)"
Rick's Performance,Auto Repair,925-484-2324,3295 Bernal Ave. #A,Pleasanton,94566,"3295 Bernal Ave. #A
Pleasanton, CA 94566
(37.66739186400048, -121.85720458499969)"
RINA Accountancy Corporation,Office/Retail,(510) 893-6908,"475 - 14th Street, Suite 1200",Oakland,94612,"475 - 14th Street, Suite 1200
Oakland, CA 94612
(37.80473481100046, -122.27225012099973)"
Rising Sun Energy Center,Office/Retail,510-665-1501,1900 Addison #100,Berkeley,94704,"1900 Addison #100
Berkeley, CA 94704
(37.870592720000445, -122.27250595299972)"
Riva Cucina,Restaurant,510-841-7482,"800 Heinz Ave., #19",Berkeley,94710,"800 Heinz Ave., #19
Berkeley, CA 94710
(37.85305398300045, -122.29381348099969)"
Robert Houser Photography,Office/Retail,415-252-7818,215 San Carlos Ave.,Piedmont,94611,"215 San Carlos Ave.
Piedmont, CA 94611
(37.824887540000475, -122.23904046099972)"
"Robin T. Levi, DDS",Dentist,510-548-5692,"2999 Regent St, # 525",Berkeley,94705,"2999 Regent St, # 525
Berkeley, CA 94705
(37.8559178860005, -122.25663604899972)"
Rockridge Home,Office/Retail,510-420-1928,5418 college ave,Oakland,94618,"5418 college ave
Oakland, CA 94618
(37.84052411500045, -122.25132515699971)"
Rodrigue Molyneaux Winery,Winery,925-443-1998,3053 Marina Ave,Livermore,94550,"3053 Marina Ave
Livermore, CA 94550
(37.656562807000455, -121.75722975799971)"
Royal Raspberry Catering,Restaurant,510-533-0781,3100 35th Avenue,Oakland,94619,"3100 35th Avenue
Oakland, CA 94619
(37.790696005000484, -122.20566498399972)"
"Ruth Preucel, IIDA Interiors",Office/Retail,510 610-9262,77 Eucalyptus Road,Berkeley,94705,"77 Eucalyptus Road
Berkeley, CA 94705
(37.85096468600045, -122.24633168599968)"
Ruth Stroup Insurance Agency,Office/Retail,510-874-5700,3560 Grand Ave,Oakland,94610,"3560 Grand Ave
Oakland, CA 94610
(37.81496425300048, -122.24589886899969)"
Sacred Wheel Cheese Shop,Restaurant,510.653.1353,4935 Shattuck Avenue,Oakland,94609,"4935 Shattuck Avenue
Oakland, CA 94609
(37.836636883000494, -122.2640433469997)"
"SAFETRAN, LLC",Office/Retail,510-894-0229,"3330 Seldon Court, Unit 4",Fremont,94538,"3330 Seldon Court, Unit 4
Fremont, CA 94538
(37.51859330600047, -121.9471735199997)"
Safety1st,Cleaning Services,510-844-2444,1035 7th Street,Oakland,94607,"1035 7th Street
Oakland, CA 94607
(37.80323416500045, -122.2857452829997)"
Sage Financial Network,Office/Retail,877-296-2819,"525 Bellevue Ave., Suite 310",Oakland,94610,"525 Bellevue Ave., Suite 310
Oakland, CA 94610
(37.807747949000486, -122.25446976399968)"
SageStone Sustainable Landscapes,Landscaper,510-847-2577,"2220 Sacramento Street, Unit L",Berkeley,94702,"2220 Sacramento Street, Unit L
Berkeley, CA 94702
(37.8664863730005, -122.28169341799969)"
SAHA - Ashby Lofts,Office/Retail,510-981-0532,2919 9th st,Berkeley,94710,"2919 9th st
Berkeley, CA 94710
(37.852575043000456, -122.28966076299969)"
SAHA - Fremont Oak Gardens,Hotel,510-490-4013,2681 Driscoll Road,Fremont,94539,"2681 Driscoll Road
Fremont, CA 94539
(37.53756861900047, -121.95165829699971)"
SAHA - Satellite Affordable Housing Associates,Office/Retail,5106498500,"1250 Addison Street, Suite G",Berkeley,94702,"1250 Addison Street, Suite G
Berkeley, CA 94702
(37.86872748200045, -122.28719119399972)"
SAHA - Satellite Affordable Housing Associates - Berkeley,Property Managers,510-647-0700,1521 University Ave.,Berkeley,94703,"1521 University Ave.
Berkeley, CA 94703
(37.87057098700046, -122.2813997719997)"
SAHA - The Orchards On Foothill,Office/Retail,510-437-9750,2719 Foothill Blvd,Oakland,94601,"2719 Foothill Blvd
Oakland, CA 94601
(37.78444350700045, -122.22711108799967)"
SAHA - Valdez Plaza,Property Managers,510.268.0153,280 28th Street,Oakland,94611,"280 28th Street
Oakland, CA 94611
(37.8161572570005, -122.26253440899973)"
SAHA Oak Street Terrace,Office/Retail,510-251-1525,1109 Oak street,Oakland,94607,"1109 Oak street
Oakland, CA 94607
(37.79920835700045, -122.26405637499971)"
sameteam.us,Office/Retail,5108150691,1314 harmon st,Berkeley,94702,"1314 harmon st
Berkeley, CA 94702
(37.84842294300046, -122.28078497599972)"
Sarana Community Acupuncture,Office/Retail,510-526-5056,968 San Pablo Avenue,Albany,94706,"968 San Pablo Avenue
Albany, CA 94706
(37.888431350000474, -122.29840511799972)"
Savoy Events,Restaurant,510-533-9588,3110 35th Ave.,Oakland,94619,"3110 35th Ave.
Oakland, CA 94619
(37.79083576500045, -122.2054245489997)"
Sayre Building Performance,Office/Retail,5104031115,10700 Lochard St,Oakland,94605,"10700 Lochard St
Oakland, CA 94605
(37.75222875100047, -122.13212380999971)"
ScanArt,Printer,510-595-2222,1259 Park Avenue,Emeryville,94608,"1259 Park Avenue
Emeryville, CA 94608
(37.83155320700047, -122.28389193199968)"
Scott Cole & Associates,Office/Retail,510-891-9800,"1970 Broadway, 9th Floor",Oakland,94612,"1970 Broadway, 9th Floor
Oakland, CA 94612
(37.80879378300045, -122.26835222899967)"
Semifreddi's Inc,Small Manufacturer,510 596-9930,1980 North Loop Road,Alameda,94502,"1980 North Loop Road
Alameda, CA 94502
(37.729601829000444, -122.24217098199972)"
Sensiba San Filippo LLP,Office/Retail,925-271-8700,"4900 Hopyard Rd, Suite 200",Pleasanton,94588,"4900 Hopyard Rd, Suite 200
Pleasanton, CA 94588
(37.694122636000486, -121.90378219499968)"
"Serpico Landscaping, Inc.",Landscaper,5102930341,1764 National Ave.,Hayward,94545,"1764 National Ave.
Hayward, CA 94545
(37.64956294600046, -122.12130896599967)"
"Shaya Hamid, DDS",Dentist,5104448000,"3300 Webster St, Suite 602",Oakland,94609,"3300 Webster St, Suite 602
Oakland, CA 94609
(37.82130943900046, -122.26214710699969)"
"Shelterbelt Builders, Inc.",Landscaper,510-841-0911,1207 10th Street,Berkeley,94710,"1207 10th Street
Berkeley, CA 94710
(37.881530743000496, -122.29735723399972)"
"Sheryl Drinkwater, Architect",Home Remodel,(510) 848-4439,2601 Mathews Street,Berkeley,94702,"2601 Mathews Street
Berkeley, CA 94702
(37.85949717200049, -122.28689534499972)"
Shotgun Players,Office/Retail,510-841-6500,1901 Ashby Ave,Berkeley,,"1901 Ashby Ave
Berkeley, CA 94703-2505
(37.854347359000485, -122.27084304199968)"
Show & Tell,Office/Retail,510 912 4118,500 12th st #139,Oakland,94612,"500 12th st #139
Oakland, CA 94612
(37.80340708800048, -122.2731692219997)"
"Shred Works, Inc.",Office/Retail,510-729-7110,455 High St.,Oakland,94601,"455 High St.
Oakland, CA 94601
(37.76632440900045, -122.2228768229997)"
Sidebar,Restaurant,510-452-9500,542 Grand Avenue,Oakland,94610,"542 Grand Avenue
Oakland, CA 94610
(37.80874091600049, -122.2506663849997)"
Siegel & Strain Architects,Office/Retail,510-547-8092,1295 59th Street,Emeryville,94608,"1295 59th Street
Emeryville, CA 94608
(37.8416729920005, -122.28771377199968)"
SnapTint.com,Office/Retail,800-880-1384,3723 Arbutus Ct.,Hayward,94542,"3723 Arbutus Ct.
Hayward, CA 94542
(37.65863315500047, -122.03160770799968)"
Sol Y Luna Taqueria,Restaurant,510-540-8880,1926 shattuck ave,Berkeley,94704,"1926 shattuck ave
Berkeley, CA 94704
(37.873335813000494, -122.2685630529997)"
Solano Smile Dental Specialty Group,Dentist,510 280-5731,1183 Solano Ave,Albany,94706,"1183 Solano Ave
Albany, CA 94706
(37.89043102900047, -122.29652104199971)"
Solaria Corporation,Small Manufacturer,510-270-2500,6200 Paseo Padre Parkway,Fremont,94555,"6200 Paseo Padre Parkway
Fremont, CA 94555
(37.55789675200049, -122.06614982799971)"
Solstice Press,Printer,5104514790,113 Filbert St.,Oakland,94607,"113 Filbert St.
Oakland, CA 94607
(37.79913786900045, -122.28651061199969)"
Spring Friedlander Remodeling,Home Remodel,5106527600,434 66th St.,Oakland,94609,"434 66th St.
Oakland, CA 94609
(37.852078030000484, -122.2586412549997)"
State Farm Insurance - Steve Bauer Agent,Office/Retail,510-548-2929,"2890 College Avenue, Suite 1",Berkeley,94705,"2890 College Avenue, Suite 1
Berkeley, CA 94705
(37.85867901500046, -122.25324202399969)"
State Senator Ellen Corbett,Office/Retail,510-577-2310,"1057 MacArthur Blvd., Ste. 206",San Leandro,94577,"1057 MacArthur Blvd., Ste. 206
San Leandro, CA 94577
(37.73212221400047, -122.13974193199971)"
"Stella Nonna, Inc.",Restaurant,510-845-8787,2315 Dwight Way,Berkeley,94704,"2315 Dwight Way
Berkeley, CA 94704
(37.86465764400049, -122.26226317899972)"
Steven Grover & Associates,Office/Retail,510-549-9258,800 Heinz Ave #11,Berkeley,94710,"800 Heinz Ave #11
Berkeley, CA 94710
(37.85305398300045, -122.29381348099969)"
Stillwater Sciences,Office/Retail,(510) 848-8098,2855 Telegraph Ave Suite 400,Berkeley,94705,"2855 Telegraph Ave Suite 400
Berkeley, CA 94705
(37.858164711000484, -122.25937558799973)"
StopWaste.Org,Office/Retail,510-891-6500,1537 Webster St.,Oakland,94612,"1537 Webster St.
Oakland, CA 94612
(37.805036836000454, -122.26778726599969)"
Sue Oda Landscape Architect,Landscaper,510-684-8789,617 Evelyn Avenue,Albany,94706,"617 Evelyn Avenue
Albany, CA 94706
(37.89518106300045, -122.2959276519997)"
Summer Summer Thai Eatery,Restaurant,5106583234,5885 HOLLIS ST STE 50,Emeryville,94608,"5885 HOLLIS ST STE 50
Emeryville, CA 94608
(37.84016050100047, -122.28941221499969)"
Sun Light & Power,Solar Electric,5108452997,1035 Folger Ave.,Berkeley,94710,"1035 Folger Ave.
Berkeley, CA 94710
(37.8507171440005, -122.28767468599972)"
Sungevity,Solar Electric,510-845-5660,"66 Franklin Street, Suite 310",Oakland,94607,"66 Franklin Street, Suite 310
Oakland, CA 94607
(37.79470765500048, -122.27564882999968)"
Sustainable Computing,Office/Retail,240-997-6875,1519 Stuart Street,Berkeley,,"1519 Stuart Street
Berkeley, CA 94703-2007
(37.85708808300046, -122.27876318899968)"
Sustainable Earth Initiative,Office/Retail,510-531-5377,154 Frisbie Street #3,Oakland,94611,"154 Frisbie Street #3
Oakland, CA 94611
(37.81840526600047, -122.25877509299971)"
Sustainable Technologies,Solar Electric,5105231122,"1800 Orion St., Suite 101",Alameda,94501,"1800 Orion St., Suite 101
Alameda, CA 94501
(37.77814663000049, -122.2948541609997)"
Suzanne Arca Design,Landscaper,510-558-0636,930 Cornell Avenue,Albany,94706,"930 Cornell Avenue
Albany, CA 94706
(37.88933008000049, -122.29590159499969)"
Sweet Adeline,Restaurant,5109857381,3350 Adeline St,Berkeley,94703,"3350 Adeline St
Berkeley, CA 94703
(37.84750621000046, -122.27179293899968)"
Swiss Delices,Restaurant,(510) 881-8669,3315 Castro Valley Blvd.,Castro Valley,94546,"3315 Castro Valley Blvd.
Castro Valley, CA 94546
(37.69554357800047, -122.07856247899969)"
Swiss Delices,Restaurant,510-881-8669,20669 Santa Maria Av.,Castro Valley,94546,"20669 Santa Maria Av.
Castro Valley, CA 94546
(37.69609010700049, -122.07840372899972)"
Sybase Fibonacci Cafe,Restaurant,925-236-5203,1 Sybase Way,Dublin,94568,"1 Sybase Way
Dublin, CA 94568
(37.70646241300045, -121.89030261199969)"
"Tala Aziz, DDS",Dentist,510-548-4084,"2999 Regent Street, Suite 525",Berkeley,94705,"2999 Regent Street, Suite 525
Berkeley, CA 94705
(37.8559178860005, -122.25663604899972)"
Tara's Organic Ice Cream,Restaurant,510-655-5014,3173 College Avenue,Berkeley,94705,"3173 College Avenue
Berkeley, CA 94705
(37.85200778100045, -122.2525081599997)"
TEECOM,Office/Retail,510-337-2800,1333 Broadway Suite 601,Oakland,94612,"1333 Broadway Suite 601
Oakland, CA 94612
(37.80396731400049, -122.2714565659997)"
Teleosis Institute,Office/Retail,510-558-7285,863 Arlington Ave,Berkeley,94707,"863 Arlington Ave
Berkeley, CA 94707
(37.89300081300047, -122.2746386559997)"
Temescal Telegraph Community Association (BID),Office/Retail,510-860-7327,"510 49th Street, #203",Oakland,94609,"510 49th Street, #203
Oakland, CA 94609
(37.83580322100045, -122.26297268399969)"
Temple Sinai,Schools,510- 451-3263,2808 Summit Street,Oakland,94609,"2808 Summit Street
Oakland, CA 94609
(37.816587583000455, -122.26488686699969)"
TGIF Body Shop,Auto Body,510-490-1342,4595 Enterprise St.,Fremont,94538,"4595 Enterprise St.
Fremont, CA 94538
(37.504896794000445, -121.95910170799971)"
The East Bay Depot for Creative Reuse,Office/Retail,510-547-6470,4695 Telegraph Ave,Oakland,94609,"4695 Telegraph Ave
Oakland, CA 94609
(37.83422793400047, -122.2631319889997)"
The Focal Point LLC,Office/Retail,5102081760,"501 14th Street, Suite 200",Oakland,94612,"501 14th Street, Suite 200
Oakland, CA 94612
(37.804848190000484, -122.27251960499973)"
The Framer's Workshop & Framer's Outlet,Office/Retail,510-849-4444,2439 Channing Way,Berkeley,94704,"2439 Channing Way
Berkeley, CA 94704
(37.86687104100048, -122.25931542499973)"
The Grand Tavern,Restaurant,510-444-4644,3601 Grand Avenue,Oakland,94610,"3601 Grand Avenue
Oakland, CA 94610
(37.81508181300046, -122.24593135599969)"
The Juice Bar Collective,Restaurant,510-548-8473,2114 Vine Street,Berkeley,94709,"2114 Vine Street
Berkeley, CA 94709
(37.88024833700047, -122.26882155299973)"
The Local Butcher Shop,Restaurant,510-845-6328,1600 Shattuck Ave. Ste. 120,Berkeley,94709,"1600 Shattuck Ave. Ste. 120
Berkeley, CA 94709
(37.87813740900049, -122.2691434139997)"
The Mixing Bowl,Restaurant,510 655 5630,4920 Telegraph Ave,Oakland,94609,"4920 Telegraph Ave
Oakland, CA 94609
(37.836251950000474, -122.26249650799969)"
The Pack Leader,Cleaning Services,510-894-3548,2998 Park Place Common,Fremont,94536,"2998 Park Place Common
Fremont, CA 94536
(37.55998842000048, -121.9931084749997)"
The Pho Bar,Restaurant,510-647-9872,1828 Euclid Ave,Berkeley,94709,"1828 Euclid Ave
Berkeley, CA 94709
(37.87572388700045, -122.26028663199969)"
The Planning Center | DC&E,Office/Retail,510.848.3815,"1625 Shattuck Avenue, Suite 300",Berkeley,94709,"1625 Shattuck Avenue, Suite 300
Berkeley, CA 94709
(37.877504935000445, -122.2688946879997)"
The Rare Bird,Office/Retail,(510) 653-2473,3883 Piedmont Ave,Oakland,94611,"3883 Piedmont Ave
Oakland, CA 94611
(37.824753702000464, -122.25463676599969)"
The Treehouse Green Gifts,Office/Retail,5102049292,2935 College Ave,Berkeley,94705,"2935 College Ave
Berkeley, CA 94705
(37.85772411100049, -122.2530851889997)"
The Waterfront at Harbor Bay,Property Managers,510-521-9900,"1601 Harbor Bay Parkway, Suite 110",Alameda,94502,"1601 Harbor Bay Parkway, Suite 110
Alameda, CA 94502
(37.72536752700046, -122.24021184199972)"
Thrive Eco Solutions Inc,Office/Retail,510-363-5055,1136 Parker St,Berkeley,94702,"1136 Parker St
Berkeley, CA 94702
(37.85955283900046, -122.28725540499971)"
"TJC and Associates, Inc.",Office/Retail,(510) 251-8980,"1615 Broadway, 4th Floor",Oakland,94612,"1615 Broadway, 4th Floor
Oakland, CA 94612
(37.80612767700046, -122.27010633899971)"
TLC Interior Plant Service,Office/Retail,925-846-6534,3213 Touriga Drive,Pleasanton,94566,"3213 Touriga Drive
Pleasanton, CA 94566
(37.664111049000496, -121.85230349799969)"
Torchio's Auto Repair,Auto Repair,510-451-3272,2344 Webster Street,Oakland,94612,"2344 Webster Street
Oakland, CA 94612
(37.81296172000049, -122.26496600099972)"
Transcendentist,Dentist,510-841-3040,"3030 Ashby Ave., Ste 101",Berkeley,94705,"3030 Ashby Ave., Ste 101
Berkeley, CA 94705
(37.85806770200048, -122.24445287099968)"
Triple Rock Brewery,Restaurant,5108432739,1920 Shattuck Ave.,Berkeley,94704,"1920 Shattuck Ave.
Berkeley, CA 94704
(37.87343530400045, -122.26857371299968)"
Ubuntu Coffee,Small Manufacturer,415 828 0570,5515 Doyle Street #7,Emeryville,94608,"5515 Doyle Street #7
Emeryville, CA 94608
(37.83807001800045, -122.28688113199968)"
UC Berkeley Cal Dining Cafe 3 Dining,Restaurant,510-642-5392,2400 Durant Avenue,Berkeley,94704,"2400 Durant Avenue
Berkeley, CA 94704
(37.86752767100046, -122.26113875999971)"
UC Berkeley Cal Dining Pat Brown's,Restaurant,510-642-1004,UC Berkeley -Genetics & Plants Biology Building,Berkeley,94720,"UC Berkeley -Genetics &amp; Plants Biology Building
Berkeley, CA 94720
(37.87208404900048, -122.2569460579997)"
"UC Berkeley-Cal Dining, Crossroads",Restaurant,5106423273,2610 Channing Wy.,Berkeley,94720,"2610 Channing Wy.
Berkeley, CA 94720
(37.86723450600044, -122.25606271599969)"
UC Foothill Cal Dining,Restaurant,5106427050,2700 HEARST AVE.,Berkeley,94720,"2700 HEARST AVE.
Berkeley, CA 94720
(37.87552756500048, -122.25666204099969)"
Union City Dental Aesthetics,Dentist,510-429-8300,30811 Union City Blvd,Union City,94587,"30811 Union City Blvd
Union City, CA 94587
(37.597382077000475, -122.08126398199971)"
Union Sanitary District,Office/Retail,510-477-7500,5072 Benson Road,Union City,94587,"5072 Benson Road
Union City, CA 94587
(37.593026083000495, -122.08835687999971)"
URS Corporation,Office/Retail,510-893-3600,"1333 Broadway, Suite 800",Oakland,94612,"1333 Broadway, Suite 800
Oakland, CA 94612
(37.80396731400049, -122.2714565659997)"
US Foodservice,Small Manufacturer,8006821228,300 Lawrence Dr.,Livermore,94550,"300 Lawrence Dr.
Livermore, CA 94550
(37.71273698300047, -121.70804951999969)"
USE Credit Union,Office/Retail,510-549-8610,2350 Shattuck Ave.,Berkeley,94704,"2350 Shattuck Ave.
Berkeley, CA 94704
(37.86677372000048, -122.26777160099971)"
"Vaska, LLC",Small Manufacturer,510-644-2111,2332 5th St.,Berkeley,94710,"2332 5th St.
Berkeley, CA 94710
(37.86211945500048, -122.29703152099972)"
VBN Architects,Home Remodel,510-763-1313,"560 14th Street, 4th Floor",Oakland,94612,"560 14th Street, 4th Floor
Oakland, CA 94612
(37.80548691100046, -122.27406937399968)"
Vee Horticulture Garden Design,Landscaper,510-653-7667,1250 Ocean Ave.,Emeryville,94608,"1250 Ocean Ave.
Emeryville, CA 94608
(37.84647695700045, -122.2878570849997)"
Venus Restaurant,Restaurant,510-540-5950,2327 Shattuck Ave.,Berkeley,94704,"2327 Shattuck Ave.
Berkeley, CA 94704
(37.867054889000485, -122.26752551099969)"
Vik's Chaat & Market,Restaurant,510-644-4432,2390 Fourth St,Berkeley,94710,"2390 Fourth St
Berkeley, CA 94710
(37.86147987400045, -122.29793167299971)"
Village Chiropractic & Wellness Center,Office/Retail,510-200-9000,6232 La Salle Ave,Oakland,94611,"6232 La Salle Ave
Oakland, CA 94611
(37.82700526400049, -122.2089363229997)"
Villa's Tailor Shop,Office/Retail,510-533-8012,"3340 E. 12th St., Suite 14",Oakland,94601,"3340 E. 12th St., Suite 14
Oakland, CA 94601
(37.77622846100047, -122.22461300799972)"
Vintage 99 Label MFG Inc,Printer,925-294-5274,611 Enterprise Court,Livermore,94550,"611 Enterprise Court
Livermore, CA 94550
(37.703916395000476, -121.7006382559997)"
Vital Vittles Premium Natural Foods,Restaurant,510-644-2022,2810 San Pablo Ave.,Berkeley,94702,"2810 San Pablo Ave.
Berkeley, CA 94702
(37.855750884000486, -122.28795183799969)"
Wactor and Wick LLP,Office/Retail,510-465-5750,"180 Grand Avenue, Suite 950",Oakland,94612,"180 Grand Avenue, Suite 950
Oakland, CA 94612
(37.811027580000484, -122.26301527899972)"
Walden Center and School,Schools,5108417248,2446 McKinley Ave.,Berkeley,94703,"2446 McKinley Ave.
Berkeley, CA 94703
(37.86345665300047, -122.27333385499969)"
Waste Management of Alameda County Administrative Office & Fleet Maintenance Facility,Auto Repair,5106132104,172 98th Ave.,Oakland,94603,"172 98th Ave.
Oakland, CA 94603
(37.728784548000476, -122.19576805799971)"
Way To Be Designs,Office/Retail,510-476-6200,30987 San Clemente St.,Hayward,94544,"30987 San Clemente St.
Hayward, CA 94544
(37.61179551400045, -122.0525906419997)"
Weinreb Group,Office/Retail,5105243585,1909 Berryman St,Berkeley,94709,"1909 Berryman St
Berkeley, CA 94709
(37.88332749200049, -122.27382301599971)"
WeLoveWashingWindows,Cleaning Services,510-677-8654,1739 Pleasant Valley Avenue,Oakland,94611,"1739 Pleasant Valley Avenue
Oakland, CA 94611
(37.82850905900045, -122.24496492699973)"
"Wendel, Rosen, Black & Dean LLP",Office/Retail,510-834-6600,"1111 Broadway, 24th Fl.",Oakland,94607,"1111 Broadway, 24th Fl.
Oakland, CA 94607
(37.8025874760005, -122.27229631299969)"
"West Advertising, Inc.",Office/Retail,510-865-9378,1410 Park Avenue,Alameda,94501,"1410 Park Avenue
Alameda, CA 94501
(37.76455016400047, -122.24250604299971)"
Wine on Piedmont,Office/Retail,510-595-9463,4183 Piedmont Ave.,Oakland,94611,"4183 Piedmont Ave.
Oakland, CA 94611
(37.82729996700044, -122.25131379299972)"
Wishnev Consulting,Office/Retail,510-747-8324,560 58th st,Oakland,94609,"560 58th st
Oakland, CA 94609
(37.84370780800049, -122.26334335999968)"
WRECO,Office/Retail,510-836-5188,"1814 Franklin Street, Suite 608",Oakland,94612,"1814 Franklin Street, Suite 608
Oakland, CA 94612
(37.80708349600047, -122.26788201799968)"
"xpedx, an International Paper Company",Office/Retail,800-222-5475,30535 Huntwood Avenue,Hayward,94044,"30535 Huntwood Avenue
Hayward, CA 94044
(37.620369620000474, -122.05532195599972)"
Yali's Cafe,Restaurant,510-843-2233,1920 Oxford Street,Berkeley,94704,"1920 Oxford Street
Berkeley, CA 94704
(37.87344829500046, -122.26630732999968)"
Zachary's Pizza College,Restaurant,510-655-3365,5801 College Ave,Oakland,94618,"5801 College Ave
Oakland, CA 94618
(37.84630758700047, -122.2520038239997)"
Zachary's Pizza Solano,Restaurant,510-525-6419,1853 Solano Ave.,Berkeley,94707,"1853 Solano Ave.
Berkeley, CA 94707
(37.89142766900045, -122.2785002499997)"
Zatar Restaurant and Catering,Restaurant,510-841-1981,1981 Shattuck Ave.,Berkeley,94704,"1981 Shattuck Ave.
Berkeley, CA 94704
(37.872537098000464, -122.26837495999968)"
